original_index,0,1,2,3,4,5,6,7
181,1.0,9.90264293551279e-309,1.2234587612880215e-308,1.7025384926404433e-308,3.669017048038079e-308,1.965869327432805e-308,1.5861816716954076e-308,1.321192546333994e-308
182,0.03287601234533012,0.028967760574527393,0.286864789749568,0.037971011761950696,0.06150090909985195,0.030629707852783468,0.05904649984889994,0.07201079015612734
183,0.03896637956390479,0.12227686660170932,0.04034587915643184,0.08281473292456791,0.04509776310805516,0.032488554121732,0.09929903447687148,0.07830264701719386
184,0.4185729569164005,0.04565362363818431,0.05180452406907249,0.08918906347829766,0.13028356344222436,0.07807569336538939,0.0677109595244382,0.05764001195853374
185,1.894205391798457e-308,1.0490416194017533e-308,9.934312130820324e-309,1.274302512828028e-308,1.690468173058231e-308,1.0,1.207539822450112e-308,1.436634171920574e-308
186,1.980553106835839e-308,1.039951591723476e-308,1.0195550136623455e-308,1.3026615493150715e-308,1.7152609606296457e-308,1.0,1.2244214173929343e-308,1.481072792251967e-308
187,0.05866769380393728,0.43728853856025446,0.06003506547714332,0.09569058880446778,0.07026322356503563,0.05984736963888276,0.1243568742748825,0.09385064587539627
188,0.07291522474413253,0.045533133768749505,0.047451232288069634,0.08846563075385329,0.16916650620683993,0.04853584739799647,0.11633389443524002,0.062134830621692165
189,0.06623773254171951,0.2749398670228479,0.0595227516919163,0.10869382931589952,0.07964549785079374,0.07244631825371424,0.12195569588845483,0.10996055381755608
190,0.4680709875954392,0.04534474122463543,0.05418139158417879,0.08675127568260037,0.10941870933213776,0.09164376562391334,0.06314855917067179,0.06278533052426569
191,1.143380892897732e-308,9.25687148852315e-309,1.0,1.292134701387123e-308,1.7994440768819897e-308,9.93557667734469e-309,1.743113156172318e-308,2.0200344978518804e-308
192,0.04974228908007492,0.21278978658003592,0.05547574366243295,0.07886860796881988,0.07017605244695428,0.048443141230982485,0.17087442320552226,0.07814704273404106
193,0.04846479851210305,0.35773293200693573,0.0534366637201087,0.07585471674962133,0.06591298753481677,0.048957459638449594,0.13529383105990253,0.07496927132543137
